"competitorId","competitorName","firstName","lastName","gender","genderId","age","ageNull","height","heightNull","weight","weightNull","bmi","bmiNull","affiliateName","affiliateId","countryOfOriginName","countryOfOriginCode","regionName","regionId","status","statusId","year","overallRank","overallScore","openCompetitor","openRank","openScore","gamesCompetitions","openCompetitions"
252100,"Casey Campbell","Casey","Campbell","F",2,31,0,163,0,66,0,24.8409800895781,0,"",0,"United States",1,"North America",1,"ACT",1,2017,37,206,1,213,1997,1,1
252691,"Feeroozeh Saghafi","Feeroozeh","Saghafi","F",2,24,0,155,0,62,0,25.8064516129032,0,"CrossFit Mentality",7991,"United States",1,"North America",1,"CUT",4,2019,24,237,1,24,510,1,1
252900,"Anna Fragkou","Anna","Fragkou","F",2,29,0,160,0,63,0,24.609375,0,"CrossFit Kallithea",12348,"Greece",35,"Europe",4,"DQ",5,2019,-1,640,1,714,5000,1,1
253911,"Vedharth Thappa","Vedharth","Thappa","M",1,25,0,175,0,86,0,28.0816326530612,0,"CrossFit 7 Seas",17441,"India",101,"Asia",6,"CUT",4,2019,133,0,1,1000,5000,0,1
254313,"Jessica Griffith","Jessica","Griffith","F",2,25,0,168,0,70,0,24.8015873015873,0,"",0,"United States",1,"North America",1,"ACT",1,2017,34,326,1,52,704,1,1
254824,"Solveig Sigurdardottir","Solveig","Sigurdardottir","F",2,27,0,170,0,70,0,24.2214532871972,0,"CrossFit Surbiton",21943,"Iceland",6,"Europe",4,"CUT",4,2022,34,299,1,172,876,1,1
256607,"Eusebio Aldano","Eusebio","Aldano","M",1,34,0,179,0,93,0,29.0253113198714,0,"CrossFit Steel Factory",16036,"Dominican Republic",55,"Central America",2,"CUT",4,2019,81,0,1,1000,5000,0,1
257454,"Lisa Bender","Lisa","Bender","F",2,42,0,166,0,72,0,26.1286108288576,0,"",0,"",0,"",0,"ACT",1,2008,27,29,0,1000,5000,1,1
258151,"Jake Douglas","Jake","Douglas","M",1,32,0,172,0,92,0,31.0978907517577,0,"Snake CrossFit",9586,"Australia",3,"Oceania",7,"CUT",4,2023,38,107,1,222,3905,1,1
258629,"Thelma Christoforou","Thelma","Christoforou","F",2,32,0,168,0,65,0,23.0300453514739,0,"CrossFit Limassol",5992,"Cyprus",91,"Europe",4,"CUT",4,2019,46,74,1,87,1246,1,1
262746,"Kendall Vincelette","Kendall","Vincelette","F",2,26,0,158,0,58,0,23.2334561768947,0,"CrossFit St Louis Park (Departed)",5473,"United States",1,"North America",1,"ACT",1,2020,22,0,1,15,177,0,1
262945,"Graham Holmberg","Graham","Holmberg","M",1,24,0,181,0,89,0,27.1664479106254,0,"",0,"",0,"",0,"CUT",4,2009,19,119,0,1000,5000,1,1
263026,"Zach Watts","Zach","Watts","M",1,25,0,183,0,93,0,27.7703126399713,0,"CrossFit Conjugate",5881,"United States",1,"North America",1,"CUT",4,2021,30,280,1,342,4614,1,1
264512,"Jamie Greene","Jamie","Greene","F",2,26,0,163,0,62,0,23.3354661447552,0,"",0,"New Zealand",2,"Oceania",7,"ACT",1,2017,8,796,1,4,91,1,1
265064,"Brandon Phillips","Brandon","Phillips","M",1,26,0,181,0,97,0,29.6083758127041,0,"",0,"",0,"",0,"CUT",4,2009,30,165,0,1000,5000,1,5
270266,"Omar Martinez","Omar","Martinez","M",1,27,0,167,0,76,0,27.2508874466636,0,"CrossFit 4 L",17627,"Venezuela",40,"South America",3,"CUT",4,2019,66,24,1,110,1451,1,1
275390,"Christoph Koerner","Christoph","Koerner","M",1,31,0,181,0,90,0,27.4716888983853,0,"Triller CrossFit",7667,"Austria",43,"Europe",4,"CUT",4,2019,69,18,1,170,2047,1,1
277184,"Laura Gonzalez-Marin","Laura","Gonzalez-Marin","F",2,25,0,171,0,68,0,23.2550186382135,0,"CrossFit Soul Miami",1563,"Venezuela",40,"South America",3,"CUT",4,2019,120,0,1,121,1532,0,1
278578,"JiMoo Son","JiMoo","Son","M",1,28,0,170,0,79,0,27.3356401384083,0,"CrossFit Limelight",17606,"Korea, Republic of",73,"Asia",6,"CUT",4,2019,106,0,1,207,2413,0,1
279929,"Rachel Garibay","Rachel","Garibay","F",2,27,0,150,0,59,0,26.2222222222222,0,"CrossFit 915",5894,"United States",1,"North America",1,"CUT",4,2019,40,100,0,1000,5000,1,1
280553,"Chanelle Munroe","Chanelle","Munroe","F",2,41,0,163,0,74,0,27.8520079792239,0,"CrossFit Potcake",14138,"Bahamas",76,"South America",3,"CUT",4,2019,122,0,1,1000,5000,0,1
280780,"Kristine Best","Kristine","Best","F",2,30,0,161,0,63,0,24.3046178773967,0,"CrossFit Undivided",6348,"United States",1,"North America",1,"ACT",1,2020,16,0,1,19,218,0,1
283866,"Pablo Chalfun","Pablo","Chalfun","M",1,25,0,173,0,88,0,29.4029202445788,0,"Valente CrossFit",13302,"Brazil",19,"South America",3,"ACT",1,2018,38,210,1,851,5000,1,1
284801,"Mitchell Sinnamon","Mitchell","Sinnamon","M",1,26,0,172,0,90,0,30.4218496484586,0,"CrossFit Melbourne",830,"Australia",3,"Oceania",7,"ACT",1,2016,37,337,1,160,1615,1,1
286311,"Marlon Azurdia","Marlon","Azurdia","M",1,33,0,176,0,90,0,29.0547520661157,0,"",0,"Guatemala",33,"Central America",2,"CUT",4,2019,54,46,1,456,4979,1,1
286691,"Joshua Wichtrup","Joshua","Wichtrup","M",1,27,0,183,0,86,0,25.680074054167,0,"CrossFit Flensburg",6918,"Germany",18,"Europe",4,"CUT",4,2019,18,315,1,69,960,1,1
290550,"Jared Enderton","Jared","Enderton","M",1,29,0,168,0,89,0,31.5334467120181,0,"CrossFit Pandora's Box",1783,"United States",1,"North America",1,"ACT",1,2018,35,382,1,116,2792,1,1
291771,"Daniel Hester","Daniel","Hester","M",1,23,0,177.37876960193,1,88.3747016706444,1,28.0820119519273,1,"",0,"",0,"",0,"ACT",1,2008,34,19,0,1000,5000,1,1
295450,"Annie Sakamoto","Annie","Sakamoto","F",2,35,0,153,0,56,0,23.922422999701,0,"",0,"United States",1,"North America",1,"ACT",1,2011,9,643,1,134,1647,1,1
295501,"Sofia Bermeo","Sofia","Bermeo","F",2,31,0,167,0,66,0,23.6652443615762,0,"Altair CrossFit",9248,"Peru",80,"South America",3,"CUT",4,2019,77,0,1,475,4995,0,1
296529,"Achilleas Pantazis","Achilleas","Pantazis","M",1,28,0,174,0,91,0,30.0568106751222,0,"CrossFit Limassol",5992,"Cyprus",91,"Europe",4,"DQ",5,2019,-1,0,1,583,5000,0,1
297397,"Majid Al Sharaf","Majid","Al Sharaf","M",1,28,0,178,0,85,0,26.8274207802045,0,"CrossFit Delmon",6353,"Bahrain",67,"Asia",6,"CUT",4,2019,97,0,1,1000,5000,0,1
297753,"Hajer Jamal","Hajer","Jamal","F",2,32,0,154,0,59,0,24.8777196829145,0,"CrossFit 965",9717,"Kuwait",50,"Asia",6,"CUT",4,2019,87,0,1,1000,5000,0,1
299053,"Jacqueline Dahlstrøm","Jacqueline","Dahlstrøm","F",2,27,0,167,0,67,0,24.023808670085,0,"C23 CrossFit",12162,"Norway",13,"Europe",4,"CUT",4,2019,45,77,1,22,464,1,1
305891,"Kari Pearce","Kari","Pearce","F",2,26,0,161,0,64,0,24.6904054627522,0,"CrossFit Spot",10484,"United States",1,"North America",1,"ACT",1,2015,21,554,1,108,1938,1,1
307307,"Nick Cruz","Nick","Cruz","M",1,30,0,177.37876960193,1,96,0,28.0820119519273,1,"",0,"",0,"",0,"ACT",1,2007,34,175,0,1000,5000,1,7
308651,"Brandon Luckett","Brandon","Luckett","M",1,23,0,183,0,91,0,27.1731016154558,0,"AllSport CrossFit",2867,"United States",1,"North America",1,"ACT",1,2018,36,366,1,32,1545,1,1
308712,"Jean-Simon Roy-Lemaire","Jean-Simon","Roy-Lemaire","M",1,25,0,176,0,89,0,28.7319214876033,0,"Tonic CrossFit",4459,"Canada",5,"North America",1,"CUT",4,2019,84,0,1,5,187,0,1
310687,"Kristi Eramo","Kristi","Eramo","F",2,27,0,158,0,60,0,24.034609838167,0,"Four Barrel CrossFit East",14881,"United States",1,"North America",1,"ACT",1,2016,8,767,1,21,276,1,1
310970,"Saxon Panchik","Saxon","Panchik","M",1,22,0,176,0,84,0,27.1177685950413,0,"CrossFit Mentality",7991,"United States",1,"North America",1,"ACT",1,2018,19,602,1,49,1781,1,1
312216,"Maddy Myers","Maddy","Myers","F",2,18,0,158,0,58,0,23.2334561768947,0,"Duke City CrossFit",2243,"United States",1,"North America",1,"WD",2,2015,39,38,1,32,805,1,1
313237,"Michelle Benedict","Michelle","Benedict","F",2,29,0,166,0,66,0,23.9512265931195,0,"",0,"",0,"",0,"CUT",4,2009,35,195,0,1000,5000,1,1
314703,"Caroline Conners","Caroline","Conners","F",2,28,0,155,0,61,0,25.3902185223725,0,"CrossFit MF",1926,"United States",1,"North America",1,"CUT",4,2021,33,234,1,114,1474,1,1
315200,"Jason Bird","Jason","Bird","M",1,33,0,180,0,87,0,26.8518518518519,0,"",0,"",0,"",0,"CUT",4,2009,50,199,0,1000,5000,1,2
315266,"Amin Attallah","Amin","Attallah","M",1,25,0,171,0,83,0,28.3848021613488,0,"CrossFit 962",12078,"Jordan",39,"Asia",6,"CUT",4,2019,65,25,1,746,5000,1,1
319617,"Kim Ball","Kim","Ball","F",2,18,0,165.374825174825,1,65.6666666666667,1,24.014145599118,1,"",0,"",0,"",0,"CUT",4,2009,21,127,0,1000,5000,1,1
323300,"Mitchel Stevenson","Mitchel","Stevenson","M",1,25,0,176,0,88,0,28.4090909090909,0,"CrossFit i1uvit",5490,"United States",1,"North America",1,"ACT",1,2018,32,430,1,138,3053,1,1
326958,"Santiago Comba","Santiago","Comba","M",1,25,0,173,0,84,0,28.0664238698253,0,"Instinto CrossFit",8203,"Uruguay",62,"South America",3,"CUT",4,2019,91,0,1,570,5000,0,1
327636,"Samuel Cournoyer","Samuel","Cournoyer","M",1,23,0,180,0,93,0,28.7037037037037,0,"Deka CrossFit",101,"Canada",5,"North America",1,"CUT",4,2019,35,186,1,9,303,1,1
327773,"Yuval Regev","Yuval","Regev","M",1,31,0,175,0,72,0,23.5102040816327,0,"CrossFit Florentin",10347,"Israel",86,"Asia",6,"CUT",4,2019,119,0,1,216,2515,0,1
329279,"George Sterner","George","Sterner","M",1,20,0,176,0,84,0,27.1177685950413,0,"BrewCity CrossFit",1545,"United States",1,"North America",1,"CUT",4,2019,32,194,1,8,291,1,1
330326,"Carole Castellani","Carole","Castellani","F",2,30,0,170,0,70,0,24.2214532871972,0,"CrossFit Lyon",4610,"France",17,"Europe",4,"CUT",4,2019,33,156,1,57,924,1,1
331478,"Jacky Schmitt","Jacky","Schmitt","F",2,25,0,166,0,61,0,22.1367397300044,0,"Reebok CrossFit Valens",3354,"Luxembourg",37,"Europe",4,"CUT",4,2019,67,19,1,1000,5000,1,1
337194,"Bayden Brown","Bayden","Brown","M",1,24,0,177,0,90,0,28.7273771904625,0,"CrossFit Townsville",3235,"Australia",3,"Oceania",7,"CUT",4,2019,104,0,1,17,374,0,1
345700,"Franky Wood","Franky","Wood","M",1,31,0,167,0,78,0,27.968016063681,0,"",0,"Honduras",58,"Central America",2,"DQ",5,2019,-1,0,1,1000,5000,0,1
345836,"Victoria Frascolla","Victoria","Frascolla","F",2,28,0,161,0,59,0,22.7614675359747,0,"CrossFit Del Sur",11799,"Uruguay",62,"South America",3,"CUT",4,2019,103,0,1,1000,5000,0,1
349097,"Danielle Brandon","Danielle","Brandon","F",2,23,0,170,0,69,0,23.8754325259516,0,"CrossFit Envy",1332,"United States",1,"North America",1,"CUT",4,2019,10,376,1,16,267,1,1
350442,"Neyran Guneli","Neyran","Guneli","F",2,37,0,170,0,68,0,23.5294117647059,0,"CrossFit SkyLight",18161,"Turkey",36,"Asia",6,"CUT",4,2019,52,45,1,1000,5000,1,1
351417,"Alexander Anasagasti","Alexander","Anasagasti","M",1,27,0,174,0,74,0,24.441802087462,0,"CrossFit Zurriola",11828,"Spain",15,"Europe",4,"CUT",4,2019,56,41,1,174,2079,1,1
352604,"Richy Jordan","Richy","Jordan","M",1,30,0,178,0,86,0,27.1430374952657,0,"CrossFit Hammersmith",12279,"Barbados",85,"South America",3,"CUT",4,2019,118,0,1,1000,5000,0,1
359849,"Vera Valdez","Vera","Valdez","F",2,30,0,162,0,59,0,22.4813290656912,0,"CrossFit Tecun Uman",23208,"Guatemala",33,"Central America",2,"CUT",4,2019,66,21,1,673,5000,1,1
360615,"Jason Neago","Jason","Neago","M",1,27,0,177.37876960193,1,88.3747016706444,1,28.0820119519273,1,"",0,"",0,"",0,"CUT",4,2009,53,213,0,1000,5000,1,1
367329,"Ian Mosher","Ian","Mosher","M",1,27,0,177.37876960193,1,88.3747016706444,1,28.0820119519273,1,"",0,"",0,"",0,"ACT",1,2008,88,27,0,1000,5000,1,1
371085,"André Houdet","André","Houdet","M",1,27,0,183,0,96,0,28.6661291767446,0,"CrossFit Butcher's Lab",859,"Denmark",16,"Europe",4,"ACT",1,2021,15,768,1,58,1157,1,1
382954,"Sara Pinto","Sara","Pinto","F",2,30,0,162,0,61,0,23.2434080170706,0,"CrossFit Feira",19832,"Portugal",54,"Europe",4,"CUT",4,2019,110,0,1,250,2843,0,1
387995,"Stephanie Chung","Stephanie","Chung","F",2,26,0,166,0,69,0,25.0399187109885,0,"CrossFit EHOH",14656,"United Arab Emirates",12,"Asia",6,"ACT",1,2018,35,204,1,120,2071,1,1
390443,"Alessia Joy Wälchli","Alessia Joy","Wälchli","F",2,25,0,168,0,66,0,23.3843537414966,0,"",0,"Switzerland",14,"Europe",4,"CUT",4,2019,35,152,1,113,1488,1,1
400158,"Apollonia Helm","Apollonia","Helm","F",2,23,0,158,0,65.6666666666667,1,24.014145599118,1,"",0,"",0,"",0,"CUT",4,2009,34,191,0,1000,5000,1,1
402931,"Patrick Mcmahon","Patrick","Mcmahon","M",1,21,0,177.37876960193,1,88.3747016706444,1,28.0820119519273,1,"",0,"",0,"",0,"ACT",1,2008,64,22,0,1000,5000,1,1
407204,"Joe Carlson","Joe","Carlson","M",1,33,0,178,0,82,0,25.8805706350208,0,"",0,"",0,"",0,"ACT",1,2008,48,20,0,1000,5000,1,1
419506,"Dema Al Zebdieh","Dema","Al Zebdieh","F",2,33,0,175,0,74,0,24.1632653061224,0,"CrossFit 962",12078,"Jordan",39,"Asia",6,"CUT",4,2019,116,0,1,1000,5000,0,1
423302,"Sam Lubben","Sam","Lubben","M",1,22,0,184,0,91,0,26.8785444234404,0,"CrossFit Finestrat",20514,"Netherlands",41,"Europe",4,"CUT",4,2019,67,23,1,466,5000,1,1
425160,"Ian Wee","Ian","Wee","M",1,24,0,165,0,71,0,26.078971533517,0,"CrossFit Mobilus",8725,"Singapore",102,"Asia",6,"CUT",4,2019,134,0,1,1000,5000,0,1
432338,"Arminas Balevicius","Arminas","Balevicius","M",1,26,0,176,0,87,0,28.0862603305785,0,"CrossFit 82",16307,"Lithuania",27,"Europe",4,"CUT",4,2019,43,108,1,113,1492,1,1
434258,"Justin Hernandez","Justin","Hernandez","M",1,25,0,174,0,84,0,27.7447483154974,0,"Avant Garde CrossFit",17100,"Philippines",57,"Asia",6,"CUT",4,2019,85,0,1,1000,5000,0,1
441600,"Connor Banks","Connor","Banks","M",1,24,0,191,0,109,0,29.8785669252488,0,"",0,"",0,"",0,"ACT",1,2007,14,224,0,1000,5000,1,1
444527,"Landy Pui Boon Eng","Landy Pui Boon","Eng","F",2,30,0,159,0,57,0,22.5465764803607,0,"CrossFit Mobilus",8725,"Singapore",102,"Asia",6,"CUT",4,2019,101,0,1,1000,5000,0,1
450568,"Justin Clark","Justin","Clark","M",1,24,0,176,0,88,0,28.4090909090909,0,"",0,"",0,"",0,"ACT",1,2008,95,29,0,1000,5000,1,1
451905,"Amira Ayob","Amira","Ayob","F",2,28,0,155,0,54,0,22.4765868886576,0,"",0,"Malaysia",71,"Asia",6,"CUT",4,2019,91,0,1,1000,5000,0,1
452187,"Carol Colling-Romero","Carol","Colling-Romero","F",2,26,0,157,0,58,0,23.5303663434622,0,"Kingbull CrossFit",15316,"Paraguay",51,"South America",3,"CUT",4,2019,47,71,1,652,5000,1,1
455677,"Larissa Cunha","Larissa","Cunha","F",2,30,0,153,0,62,0,26.4855397496689,0,"Cavaleiros CrossFit",10585,"Brazil",19,"South America",3,"ACT",1,2021,38,0,1,23,498,0,1
456619,"Oana Catalina Chelmus","Oana Catalina","Chelmus","F",2,32,0,160,0,61,0,23.828125,0,"",0,"Romania",52,"Europe",4,"CUT",4,2019,93,0,1,217,2498,0,1
457993,"Bilal Tariq","Bilal","Tariq","M",1,31,0,167,0,66,0,23.6652443615762,0,"CrossFit BNB",21097,"Pakistan",100,"Asia",6,"CUT",4,2019,132,0,1,1000,5000,0,1
458360,"David Stroupek","David","Stroupek","M",1,24,0,178,0,90,0,28.4055043555107,0,"CrossFit With Us",21014,"Czech Republic",68,"Europe",4,"CUT",4,2019,99,0,1,523,5000,0,1
459004,"Michelle Kinney","Michelle","Kinney","F",2,26,0,163,0,64,0,24.0882231171666,0,"",0,"",0,"",0,"ACT",1,2010,10,99,0,1000,5000,1,1
461734,"Michael Smith","Michael","Smith","M",1,27,0,183,0,96,0,28.6661291767446,0,"CrossFit 8020",5628,"Ireland",23,"Europe",4,"CUT",4,2019,26,224,1,161,2008,1,1
464588,"Enric Closa","Enric","Closa","M",1,32,0,170,0,86,0,29.757785467128,0,"La Borda CrossFit",18437,"Andorra",105,"Europe",4,"CUT",4,2019,137,0,1,1000,5000,0,1
466656,"Andrea Solberg","Andrea","Solberg","F",2,24,0,164,0,62,0,23.051754907793,0,"InnerLimit CrossFit",21180,"Norway",13,"Europe",4,"ACT",1,2020,27,0,1,97,948,0,1
468290,"Bryan Hernández","Bryan","Hernández","M",1,21,0,169,0,79,0,27.6600959350163,0,"CrossFit Canarias",17037,"Colombia",31,"South America",3,"CUT",4,2019,50,53,1,478,5000,1,1
468509,"Alice Mille","Alice","Mille","F",2,25,0,174,0,69,0,22.7903289734443,0,"CrossFit Walleye",15601,"Sweden",11,"Europe",4,"CUT",4,2019,73,10,0,1000,5000,1,1
469626,"Chandler Smith","Chandler","Smith","M",1,26,0,173,0,89,0,29.7370443382672,0,"CrossFit Sacrifice",3067,"United States",1,"North America",1,"CUT",4,2019,15,329,1,40,649,1,1
469656,"Jeffrey Adler","Jeffrey","Adler","M",1,25,0,176,0,90,0,29.0547520661157,0,"CrossFit Wonderland",18059,"Canada",5,"North America",1,"CUT",4,2019,33,193,1,26,460,1,1
470906,"Oleksandr Shkoliarenko","Oleksandr","Shkoliarenko","M",1,29,0,184,0,89,0,26.2878071833648,0,"CrossFit Sea Energy",19761,"Ukraine",44,"Europe",4,"CUT",4,2019,70,18,1,272,3234,1,1
472642,"Uldis Upenieks","Uldis","Upenieks","M",1,21,0,174,0,85,0,28.075042938301,0,"CrossFit Riga",10388,"Latvia",25,"Europe",4,"CUT",4,2019,31,194,1,7,246,1,1
473719,"Michael Palomba","Michael","Palomba","M",1,22,0,176,0,98,0,31.6373966942149,0,"",0,"United States",1,"North America",1,"ACT",1,2017,31,388,1,20,480,1,1
474223,"Laura Joyce","Laura","Joyce","F",2,28,0,163,0,64,0,24.0882231171666,0,"",0,"",0,"",0,"CUT",4,2010,40,153,0,1000,5000,1,1
477570,"Kristen Lim","Kristen","Lim","F",2,26,0,163,0,67,0,25.2173585757838,0,"Avant Garde CrossFit",17100,"Philippines",57,"Asia",6,"CUT",4,2019,68,18,1,459,4808,1,1
477709,"Courtney Haley","Courtney","Haley","F",2,23,0,165,0,69,0,25.3443526170799,0,"CrossFit Rocks",2488,"Australia",3,"Oceania",7,"ACT",1,2018,23,498,1,313,3840,1,1
478414,"Agustin Richelme","Agustin","Richelme","M",1,22,0,173,0,85,0,28.4005479635136,0,"",0,"Argentina",30,"South America",3,"CUT",4,2019,49,66,1,50,758,1,1
479759,"Bayley Martin","Bayley","Martin","M",1,23,0,174,0,82,0,27.0841590698903,0,"CrossFit Selwyn",15606,"New Zealand",2,"Oceania",7,"ACT",1,2023,12,679,1,58,1827,1,1
482392,"Nicole Verbrugghe","Nicole","Verbrugghe","F",2,47,0,165.374825174825,1,62,0,24.014145599118,1,"",0,"",0,"",0,"CUT",4,2009,51,169,0,1000,5000,1,1
483096,"Giorgos Karavis","Giorgos","Karavis","M",1,26,0,177,0,92,0,29.3657633502506,0,"CrossFit Kifissia",16421,"Greece",35,"Europe",4,"CUT",4,2021,33,248,1,12,510,1,1
484380,"Emily Rolfe","Emily","Rolfe","F",2,30,0,170,0,69,0,23.8754325259516,0,"",0,"Canada",5,"North America",1,"CUT",4,2019,18,317,0,1000,5000,1,2
485089,"Renata Pimentel","Renata","Pimentel","F",2,36,0,174,0,73,0,24.1115074646585,0,"CrossFit Gurkha",15868,"Brazil",19,"South America",3,"CUT",4,2019,63,28,1,46,798,1,1
485344,"Rebecka Vitesson","Rebecka","Vitesson","F",2,29,0,173,0,65,0,21.7180660897457,0,"CrossFit Butcher's Lab",859,"Sweden",11,"Europe",4,"CUT",4,2023,25,342,1,87,1219,1,1
487949,"Mohamed Elomda","Mohamed","Elomda","M",1,31,0,180,0,92,0,28.3950617283951,0,"CrossFit MetaliZe",11599,"Egypt",28,"Asia",6,"CUT",4,2019,44,100,1,767,5000,1,1
488055,"Ethan Helbig","Ethan","Helbig","M",1,22,0,181,0,100,0,30.5240987759836,0,"CrossFit Beyond Parallel",21319,"United States",1,"North America",1,"ACT",1,2018,33,410,1,91,2394,1,1
488881,"MariaNive Clark","MariaNive","Clark","F",2,37,0,153,0,74,0,31.6117732496048,0,"CrossFit NWA",492,"Samoa",113,"Oceania",7,"CUT",4,2019,119,0,1,1000,5000,0,1
495051,"Sion Brinn","Sion","Brinn","M",1,46,0,188,0,86,0,24.3322770484382,0,"Be CrossFit",13152,"Jamaica",72,"South America",3,"CUT",4,2019,103,0,1,1000,5000,0,1
498697,"Pasent Medhat","Pasent","Medhat","F",2,31,0,158,0,58,0,23.2334561768947,0,"CrossFit Engine 38",7265,"Oman",108,"Asia",6,"CUT",4,2019,81,0,1,1000,5000,0,1
501728,"Jason Carroll","Jason","Carroll","M",1,28,0,178,0,82,0,25.8805706350208,0,"",0,"United States",1,"North America",1,"ACT",1,2017,28,414,1,49,820,1,1
503582,"Alexis Raptis","Alexis","Raptis","F",2,23,0,166,0,71,0,25.7657134562346,0,"TTT CrossFit",25335,"United States",1,"North America",1,"ACT",1,2022,10,859,1,7,66,1,1
505225,"Michelle Merand","Michelle","Merand","F",2,30,0,158,0,60,0,24.034609838167,0,"",0,"South Africa",9,"Africa",5,"CUT",4,2019,41,98,0,1000,5000,1,2
509768,"Jake Wiseman","Jake","Wiseman","M",1,24,0,188,0,88.3747016706444,1,28.0820119519273,1,"",0,"",0,"",0,"ACT",1,2008,84,26,0,1000,5000,1,1
511473,"Gábor Török","Gábor","Török","M",1,28,0,173,0,85,0,28.4005479635136,0,"",0,"Hungary",21,"Europe",4,"DQ",5,2019,-1,86,1,84,1143,1,1
514502,"Lefteris Theofanidis","Lefteris","Theofanidis","M",1,29,0,171,0,81,0,27.7008310249307,0,"CrossFit North Zone",6356,"Greece",35,"Europe",4,"CUT",4,2019,59,34,1,4,183,1,1
517771,"Marisol Umana","Marisol","Umana","F",2,35,0,152,0,57,0,24.671052631579,0,"Morpho CrossFit",9741,"Costa Rica",84,"Central America",2,"CUT",4,2019,74,0,1,1000,5000,0,1
523439,"Moustafa Awada","Moustafa","Awada","M",1,29,0,174,0,80,0,26.4235698242833,0,"CrossFit Dignus",9986,"Lebanon",78,"Asia",6,"CUT",4,2019,111,0,1,1000,5000,0,1
524819,"Kelly Jo Smith","Kelly Jo","Smith","F",2,34,0,173,0,89,0,29.7370443382672,0,"",0,"",0,"",0,"CUT",4,2010,20,109,0,1000,5000,1,1
527011,"Lisa Eble","Lisa","Eble","F",2,28,0,160,0,66,0,25.78125,0,"CrossFit Jackhammer",5765,"Germany",18,"Europe",4,"CUT",4,2019,49,54,1,168,1915,1,1
529918,"Chad Melton","Chad","Melton","M",1,25,0,171,0,89,0,30.4367155706029,0,"",0,"United States",1,"North America",1,"ACT",1,2015,25,460,1,67,2141,1,1
530860,"Shelby Neal","Shelby","Neal","F",2,23,0,158,0,69,0,27.639801313892,0,"12th State CrossFit",10851,"United States",1,"North America",1,"ACT",1,2023,19,461,1,39,682,1,1
531598,"Paige Semenza","Paige","Semenza","F",2,26,0,161,0,65,0,25.0761930481077,0,"CrossFit Vertex",4938,"United States",1,"North America",1,"ACT",1,2018,32,372,1,94,1780,1,1
532534,"Lauren Erwin","Lauren","Erwin","F",2,20,0,165.374825174825,1,64,0,24.014145599118,1,"",0,"",0,"",0,"CUT",4,2009,19,126,0,1000,5000,1,4
534247,"Scott Tetlow","Scott","Tetlow","M",1,27,0,161,0,80,0,30.8630068284403,0,"CrossFit Kilter",5942,"United States",1,"North America",1,"ACT",1,2020,17,0,1,17,251,0,1
534577,"Melina Rodriguez","Melina","Rodriguez","F",2,23,0,156,0,63,0,25.887573964497,0,"",0,"Argentina",30,"South America",3,"CUT",4,2019,97,0,1,40,741,0,1
534813,"Sanna Venäläinen","Sanna","Venäläinen","F",2,29,0,164,0,64,0,23.7953599048186,0,"CrossFit Vantaa",7232,"Finland",4,"Europe",4,"ACT",1,2020,30,0,1,117,1180,0,1
542883,"Nicolay Billaudel","Nicolay","Billaudel","M",1,29,0,182,0,92,0,27.774423378819,0,"CrossFit Sandvika",11453,"Norway",13,"Europe",4,"CUT",4,2019,40,154,1,223,2622,1,1
544958,"Stefano Migliorini","Stefano","Migliorini","M",1,30,0,173,0,84,0,28.0664238698253,0,"Reebok CrossFit Officine",6004,"Italy",93,"Europe",4,"CUT",4,2019,125,0,1,108,1435,0,1
555277,"Rebecca Fuselier","Rebecca","Fuselier","F",2,22,0,158,0,58,0,23.2334561768947,0,"CrossFit Bolt",1524,"United States",1,"North America",1,"ACT",1,2022,30,352,1,60,309,1,1
555634,"Kobe Khy","Kobe","Khy","M",1,31,0,170,0,75,0,25.9515570934256,0,"CrossFit Yiqi",17975,"Cambodia",97,"Asia",6,"CUT",4,2019,129,0,1,1000,5000,0,1
571999,"Paul Castillo","Paul","Castillo","M",1,27,0,181,0,91,0,27.7769298861451,0,"",0,"United States",1,"North America",1,"ACT",1,2017,27,426,1,15,451,1,1
574502,"Heskeith Flavien","Heskeith","Flavien","M",1,38,0,171,0,82,0,28.0428165931398,0,"CrossFit 414",4316,"Saint Lucia",95,"South America",3,"CUT",4,2019,127,0,1,1000,5000,0,1
585046,"Baylee Rayl","Baylee","Rayl","F",2,25,0,171,0,62,0,21.2031052289593,0,"",0,"United States",1,"North America",1,"ACT",1,2021,18,610,1,72,1071,1,1
586509,"Nina Juna","Nina","Juna","F",2,27,0,157,0,58,0,23.5303663434622,0,"Reebok CrossFit 673",4485,"Brunei Darussalam",112,"Asia",6,"CUT",4,2019,106,0,1,1000,5000,0,1
591912,"Laura Horvath","Laura","Horvath","F",2,21,0,170,0,70,0,24.2214532871972,0,"CrossFit BBros",12735,"Hungary",21,"Europe",4,"ACT",1,2018,2,1090,1,18,581,1,1
592472,"Bethany Shadburne","Bethany","Shadburne","F",2,23,0,163,0,66,0,24.8409800895781,0,"",0,"United States",1,"North America",1,"ACT",1,2017,22,502,1,20,338,1,1
595818,"Dillon Mahadeo","Dillon","Mahadeo","M",1,23,0,188,0,91,0,25.7469443186962,0,"CrossFit 592",16949,"Guyana",64,"South America",3,"CUT",4,2019,94,0,1,1000,5000,0,1
607473,"Braden Lutz","Braden","Lutz","M",1,34,0,177.37876960193,1,88.3747016706444,1,28.0820119519273,1,"",0,"",0,"",0,"ACT",1,2008,18,18,0,1000,5000,1,1
